Id,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LanSlope,1stFlrSF,2ndFlrSF,GarageArea,GrLivArea,TotalArea,BedroomAbvGr,Neighborhood,Age,TimeSinceSold,GarageAge,ExterQual,ExterCond,BsmtQual,BsmtCond,HeatingQC,KitchenQual,FireplaceQu,GarageQual,GarageCond,MSZoning,MSSubClass,Condition1,Condition2,BldgType,HouseStyle,MasVnrType,Exterior1st_VinylSd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior2nd_VinylSd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Wd Sdng,Foundation_CBlock,Foundation_PConc,Heating,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType_Attached,GarageType_Detached,GarageType_BuiltIn,GarageFinish_Unf,GarageFinish_RFn,GarageFinish_Fin,GarageCars,PavedDrive,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice
305,1,1,1,1,1,1,1,1675,1818,870,3493,29571,3,1,14,8.25,13,3,3,3,3,5,4,5,3,3,2,3,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,10,1,1,1,0,0,0,1,1,3,1,1,0,0,1,1,295000
306,1,1,1,1,1,1,1,2000,0,888,2000,19768,3,2,11,9.083333333,12,4,3,4,3,5,4,0,3,3,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1,8,1,0,1,0,0,1,1,0,3,1,1,0,0,1,1,305900
307,1,1,1,1,1,1,1,1122,1121,746,2243,20863,4,2,25,9.166666667,26,4,3,4,3,4,4,3,3,3,3,4,0,1,3,4,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,2,1,1,8,1,1,1,0,0,1,0,1,3,1,1,0,0,1,1,225000
308,1,1,0,1,1,1,1,1035,371,0,1406,11514,3,1,66,8.416666667,96,3,2,3,3,3,2,0,0,0,2,2,0,1,3,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,6,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,89500
309,1,1,0,1,1,1,1,861,0,539,861,16483,1,1,66,7.416666667,55,3,3,3,3,5,3,0,3,3,3,1,1,1,3,3,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,4,1,0,0,1,0,0,1,1,2,1,1,0,0,1,1,82500
310,1,1,0,1,1,1,1,1944,0,708,1944,21239,3,4,12,9.75,13,4,3,5,3,5,5,5,3,3,3,3,1,1,3,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,8,1,3,1,0,0,1,1,0,3,1,1,0,0,1,1,360000
311,1,1,0,1,1,1,1,697,804,420,1501,12866,3,2,22,10.25,23,3,3,4,3,4,4,3,3,3,3,4,1,1,3,4,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,2,1,1,6,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,165600
312,1,1,1,1,1,1,1,972,0,240,972,12178,2,1,14,7.25,68,3,4,3,3,5,3,4,3,3,3,3,1,1,3,3,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,5,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,132000
313,1,1,1,1,1,1,1,793,325,410,1118,12368,3,1,66,10.25,77,3,3,4,3,3,3,4,3,3,2,2,0,1,1,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,5,1,1,0,1,0,0,1,1,2,1,1,0,0,1,1,119900
314,1,1,0,0,1,1,0,2036,0,513,2036,224252,3,3,51,7.166666667,51,3,3,4,3,3,3,4,3,3,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,1,8,1,2,1,0,0,1,0,1,2,1,1,0,0,1,1,375000
315,1,1,1,1,1,1,1,832,809,546,1641,15178,3,1,26,10,91,3,3,3,4,5,5,4,2,3,2,3,1,1,3,4,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,6,1,1,0,1,0,0,1,1,2,1,1,0,0,1,1,178000
316,1,1,0,1,1,1,1,716,716,432,1432,12745,3,2,11,7.083333333,12,4,3,4,3,5,4,4,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,1,1,6,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,188500
317,1,1,0,1,1,0,1,1153,1200,484,2353,20740,4,2,36,7,33,4,3,4,3,3,5,3,3,3,3,4,1,1,3,4,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,1,1,10,1,1,1,0,0,1,0,1,2,1,1,0,0,1,1,260000
318,1,1,1,1,1,1,1,1088,871,1025,1959,16448,3,3,10,8.666666667,10,4,3,4,3,5,4,4,3,3,4,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,8,1,1,1,0,0,1,0,1,3,1,1,0,0,1,1,270000
319,1,1,1,0,1,1,0,1372,1274,656,2646,19432,4,4,23,7.333333333,23,4,3,4,3,5,4,3,3,3,3,4,1,1,3,4,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,2,1,1,9,1,1,1,0,0,1,0,1,3,1,1,0,0,1,1,260000
320,1,1,1,1,1,1,1,1472,0,588,1472,20897,3,2,36,7.166666667,36,3,3,4,3,3,3,3,3,3,3,3,1,1,3,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,1,6,1,2,1,0,0,0,1,1,2,1,1,0,0,1,1,187500
321,1,1,1,1,1,0,1,1249,1347,840,2596,25664,4,4,10,9.916666667,10,3,3,5,4,5,4,0,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,3,1,1,9,1,0,1,0,0,1,0,1,3,1,1,0,0,0,0,342643
322,1,1,0,1,1,1,1,1136,1332,872,2468,21004,4,4,12,9.166666667,12,4,3,5,3,5,4,4,3,3,3,4,1,1,3,4,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,1,1,10,1,1,0,0,1,1,1,0,3,1,1,0,0,1,1,354000
323,1,1,0,1,1,1,1,1553,1177,576,2730,19975,4,2,29,9,29,4,3,3,3,5,4,3,3,3,3,4,1,1,3,4,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,1,1,8,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,301000
324,1,1,1,1,1,1,1,1163,0,220,1163,10979,3,1,11,10.08333333,61,3,4,3,3,5,3,0,2,3,2,3,1,1,3,3,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,6,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,126175
325,1,1,1,1,1,0,1,1898,1080,564,2978,19851,5,1,9,6.166666667,55,4,4,4,3,5,4,4,3,3,3,3,0,1,3,3,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,2,1,1,11,1,1,0,0,1,1,1,0,2,1,1,0,0,1,1,242000
326,1,1,1,1,1,1,1,803,0,360,803,8700,2,1,66,8.666666667,75,3,3,3,3,1,3,0,3,3,2,1,0,1,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,5,1,0,0,1,0,0,1,1,2,1,1,0,0,1,1,87000
327,1,1,0,1,1,0,1,1719,0,473,1719,18379,1,3,23,8.25,23,4,3,4,3,5,4,4,3,3,3,4,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1,1,6,1,2,1,0,0,1,1,0,2,1,1,0,0,0,1,324000
328,1,1,1,1,1,1,1,1383,0,292,1383,17724,3,1,56,10.33333333,56,3,3,3,3,3,3,0,3,3,3,3,1,1,3,3,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,7,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,145250
329,1,1,0,0,1,1,1,1445,689,441,2134,18613,5,1,22,7.083333333,86,3,3,3,3,4,4,0,3,3,3,3,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,10,1,0,0,1,0,0,1,1,2,1,1,0,0,1,1,214500
330,1,1,1,1,1,0,1,596,596,189,1192,10364,3,1,66,7.083333333,96,3,3,3,3,3,3,0,2,2,2,3,1,1,3,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,6,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,78000
331,1,1,0,1,1,1,1,1728,0,352,1728,18127,6,1,52,8.75,14,3,3,3,3,3,3,0,3,3,3,2,1,1,2,3,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,2,0,2,10,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,119000
332,1,1,1,1,1,1,1,1056,0,308,1056,12778,3,1,24,9,58,3,3,3,3,2,3,0,3,3,3,3,1,1,3,3,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,6,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,139000
333,1,1,0,1,1,1,1,1629,0,880,1629,21586,3,4,12,6.833333333,13,4,3,4,3,5,4,4,3,3,3,3,1,1,3,3,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,7,1,1,1,0,0,1,0,1,3,1,1,0,0,1,1,284000
334,1,1,1,1,1,0,1,1358,0,484,1358,14541,2,4,12,8.083333333,12,4,3,4,3,5,4,4,3,3,2,4,1,1,3,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,6,1,1,1,0,0,1,0,1,2,1,1,0,0,1,1,207000
335,1,1,0,1,1,1,1,943,695,472,1638,14873,3,2,18,8.083333333,18,3,3,4,3,4,3,3,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,1,1,7,1,2,1,0,0,1,1,0,2,1,1,0,0,1,1,192000
336,0,1,0,0,1,0,0,1619,167,529,1786,172429,3,3,51,8,51,3,3,3,3,5,3,4,3,3,3,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,2,0,1,7,1,2,1,0,0,1,1,0,2,1,1,1,700,1,1,228950
337,1,1,0,0,1,0,1,1922,0,676,1922,23036,3,4,10,9.083333333,11,4,3,5,3,5,4,4,3,3,3,3,1,1,3,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,8,1,1,1,0,0,1,1,0,3,1,1,0,0,1,1,377426
338,1,1,1,1,1,1,1,1536,0,532,1536,16260,3,2,13,7.666666667,14,4,3,4,3,5,4,0,3,3,3,3,1,1,3,3,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,7,1,0,1,0,0,1,0,1,2,1,1,0,0,1,1,214000
339,1,1,1,1,1,0,1,1621,0,440,1621,20487,3,2,18,10.25,32,4,3,4,3,5,4,0,3,3,3,3,1,1,3,3,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,2,0,1,8,1,0,1,0,0,1,0,1,2,1,1,1,400,1,1,202500
340,1,1,0,1,1,1,1,1215,0,297,1215,18033,3,1,18,7.166666667,58,3,3,3,2,3,3,0,3,3,3,3,0,1,3,3,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,6,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,155000
341,1,1,1,1,1,1,1,993,915,431,1908,20592,4,3,14,6.333333333,14,4,3,4,3,5,4,0,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,9,1,0,1,0,0,1,1,0,2,1,1,0,0,1,1,202900
342,1,1,1,1,1,1,1,841,0,294,841,12152,2,2,66,6.916666667,66,2,2,3,2,4,3,0,3,3,2,3,0,1,3,3,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,4,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,82000
343,1,1,1,1,1,1,1,1040,0,400,1040,11364,2,1,66,10.25,67,3,3,0,0,2,3,0,3,3,3,2,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,1,0,0,1,0,0,1,1,2,1,1,0,0,1,1,87500
344,1,1,0,1,1,1,1,1684,0,564,1684,17395,2,4,11,8.083333333,11,5,3,5,3,5,5,5,3,3,3,4,1,1,3,3,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,2,0,1,6,1,1,1,0,0,1,0,1,2,1,1,0,0,1,1,266000
345,1,1,1,1,1,1,1,536,576,336,1112,6442,3,0,40,6.333333333,40,3,3,4,3,3,3,0,3,3,2,3,1,1,3,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,4,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,85000
346,1,1,1,1,1,1,1,972,605,312,1577,11910,3,1,66,9.833333333,77,3,3,3,3,4,2,4,3,3,3,2,0,1,3,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,6,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,140200
347,1,1,0,1,1,0,1,958,0,301,958,16905,2,1,18,9.333333333,56,3,4,3,3,3,3,0,3,3,3,3,1,1,3,3,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,5,1,0,1,0,0,1,0,1,1,1,1,0,15500,1,1,151500
348,1,1,0,1,1,1,1,1478,0,498,1478,24080,3,1,56,6.666666667,56,3,3,3,3,5,3,4,3,3,3,3,1,1,3,3,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,2,0,1,6,1,2,1,0,0,0,1,1,2,1,1,0,0,1,1,157500
349,1,1,1,1,1,1,1,764,862,474,1626,7871,2,4,12,7.833333333,13,4,3,4,3,5,4,0,3,3,3,3,1,1,2,4,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,1,6,1,0,0,0,1,1,0,1,2,1,1,0,0,1,1,154000
350,1,1,0,1,1,1,1,1848,880,706,2728,31215,4,4,10,10.33333333,10,5,3,5,3,5,5,5,3,3,3,4,1,1,3,4,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,1,10,1,2,1,0,0,1,1,0,3,1,1,0,0,0,0,437154
351,1,1,0,1,1,1,1,1869,0,617,1869,16607,2,4,9,8.666666667,9,5,3,5,3,5,5,4,3,3,3,4,1,1,3,3,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,2,0,1,6,1,1,1,0,0,1,0,1,2,1,1,0,0,0,0,318061
352,1,1,0,0,1,1,0,1453,0,445,1453,11792,2,3,30,9.666666667,30,3,3,4,3,4,4,3,3,3,3,4,1,1,3,3,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,6,1,1,1,0,0,1,0,1,2,1,1,0,0,1,0,190000
353,1,1,1,1,1,1,1,616,495,200,1111,12846,3,1,66,8.416666667,75,3,3,3,2,3,3,0,3,2,3,2,0,1,3,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,5,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,95000
354,1,1,1,1,1,1,1,720,0,484,720,11858,2,1,13,6.25,11,3,4,3,3,4,3,0,3,3,2,1,1,1,3,3,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,5,1,0,0,1,0,0,1,1,2,1,1,0,0,1,1,105900
355,1,1,1,0,1,1,1,1192,403,240,1595,13878,2,1,16,10.16666667,76,3,3,3,3,5,3,4,3,3,3,2,1,1,3,2,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,6,1,2,1,0,0,0,1,1,1,1,1,0,0,1,1,140000
356,1,1,0,1,1,1,1,1200,0,521,1200,16701,3,2,21,9,21,4,4,4,4,5,4,0,3,3,3,3,1,1,3,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,6,1,0,1,0,0,1,0,1,2,1,1,0,0,1,1,177500
357,1,1,0,1,1,1,1,1167,0,400,1167,14550,3,2,24,7.083333333,24,3,3,4,3,4,4,0,3,3,3,3,1,1,3,3,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,2,0,1,6,1,0,1,0,0,1,0,1,2,1,1,0,0,1,1,173000
358,1,1,1,1,1,1,1,1142,0,528,1142,9990,3,0,40,9,40,3,3,4,3,3,3,1,3,3,2,4,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,6,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,134000
359,1,1,0,1,1,1,1,1352,0,288,1352,12720,3,3,58,10.08333333,58,3,3,3,3,5,4,0,3,3,3,3,1,1,3,3,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,6,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,130000
360,1,1,0,1,1,0,1,1086,838,592,1924,19888,3,4,18,10.16666667,18,4,3,4,3,5,4,3,3,3,3,4,1,1,3,4,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,1,1,7,1,1,1,0,0,1,0,1,2,1,1,0,0,1,1,280000
361,1,1,0,1,1,0,1,912,0,470,912,11802,2,1,38,9.166666667,38,3,3,4,3,5,3,3,3,3,3,2,1,1,3,2,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,5,1,1,1,0,0,1,0,1,2,1,1,0,0,1,1,156000
362,1,1,1,1,1,1,1,988,517,240,1505,14160,3,1,34,8.083333333,76,3,3,3,3,4,3,0,3,3,3,2,1,1,3,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,8,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,145000
363,1,1,1,1,1,0,1,495,1427,672,1922,12558,4,1,13,7.083333333,13,4,3,0,0,5,4,5,3,3,3,2,1,1,3,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,1,7,1,1,0,0,1,1,0,1,2,1,1,0,0,0,1,198500
364,1,1,1,1,1,1,1,483,504,264,987,5665,2,1,9,7.25,44,3,3,3,3,4,4,0,3,3,2,3,1,1,2,4,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,5,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,118000
365,1,1,0,1,1,0,1,790,784,566,1574,24643,3,2,40,10.08333333,40,3,3,4,3,3,3,3,3,3,3,4,1,1,3,4,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,2,1,1,6,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,190000
366,1,1,1,1,1,1,1,672,672,468,1344,15595,3,1,19,7.083333333,52,3,4,3,2,4,3,0,3,2,2,3,1,1,3,4,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,6,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,147000
367,1,1,0,1,1,1,1,1394,0,514,1394,16098,3,1,53,7.083333333,53,3,3,4,3,4,3,4,3,3,3,3,1,1,3,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,6,1,2,1,0,0,1,0,1,2,1,1,0,0,1,1,159000
368,1,1,0,1,1,0,1,1431,0,296,1431,15086,3,1,54,7.666666667,54,3,3,4,3,4,3,4,3,3,3,3,1,1,3,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,6,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,165000
369,1,1,1,1,1,1,1,1268,0,244,1268,13492,2,1,62,6.416666667,62,3,3,3,3,4,3,4,3,3,3,3,1,1,3,3,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,7,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,132000
370,1,1,0,1,1,0,1,1287,0,576,1287,15669,3,1,10,6.416666667,19,3,4,3,3,5,4,4,3,3,3,3,1,1,3,3,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,7,1,1,0,1,0,1,1,0,2,1,1,0,0,1,1,162000
371,1,1,0,1,1,1,1,953,711,460,1664,13955,3,2,16,10.58333333,16,3,3,4,3,5,3,3,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,7,1,1,1,0,0,1,0,1,2,1,1,0,0,1,1,172400
372,1,1,1,1,1,1,1,1120,468,680,1588,21115,4,3,57,8.083333333,25,3,3,0,0,3,3,4,3,3,3,2,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,7,0,1,0,1,0,1,1,0,2,0,1,0,0,1,1,134432
373,1,1,1,1,1,1,1,752,0,264,752,10924,2,2,32,6.5,32,3,3,4,3,3,3,0,3,3,3,4,1,1,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,4,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,125000
374,1,1,1,1,1,1,1,1319,0,270,1319,14903,3,1,63,6.75,63,3,3,3,3,3,3,0,3,3,3,3,1,1,3,3,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,5,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,123000
375,1,1,1,1,1,1,1,847,1081,434,1928,14397,4,2,12,9.083333333,13,4,3,4,3,5,4,4,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,8,1,1,0,0,1,1,1,0,2,1,1,0,0,1,1,219500
376,1,1,0,0,1,1,0,904,0,0,904,13194,1,1,66,7.416666667,94,2,2,2,1,4,2,0,0,0,3,1,1,1,3,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,61000
377,1,1,0,1,1,0,1,914,0,576,914,13047,2,2,20,10.08333333,18,4,3,4,3,5,3,0,3,3,3,2,1,1,3,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,5,1,0,0,1,0,0,1,1,2,1,1,0,0,1,1,148000
378,1,1,0,1,1,0,1,1580,886,610,2466,20320,4,3,11,8.666666667,12,4,3,4,3,5,4,4,3,3,4,4,1,1,3,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,1,8,1,1,1,0,0,1,0,1,2,1,1,0,0,1,1,340000
379,1,1,1,1,1,0,1,1856,0,834,1856,20203,1,4,6,6.166666667,6,4,3,5,3,5,5,5,3,3,3,3,1,1,3,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,8,1,1,1,0,0,1,1,0,3,1,1,0,0,0,0,394432
380,1,1,0,1,1,1,1,1007,793,463,1800,14389,3,2,16,7.166666667,16,3,3,4,3,5,3,3,3,3,3,4,0,1,3,4,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,7,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,179000
381,1,1,1,1,1,1,1,1026,665,308,1691,11034,3,1,66,6.25,92,3,3,3,3,3,4,4,3,3,3,2,1,1,3,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,6,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,127000
382,1,1,1,1,1,1,1,1301,0,572,1301,13357,2,3,10,10,10,4,3,4,4,5,4,4,3,3,4,3,1,1,3,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,5,1,1,1,0,0,1,0,1,2,1,1,0,0,0,0,187750
383,1,1,0,1,1,1,1,939,858,639,1797,15632,3,2,10,9.333333333,10,4,3,4,3,5,4,0,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,8,1,0,1,0,0,1,0,1,2,1,1,0,0,1,1,213500
384,1,1,1,1,1,0,1,784,0,360,784,12647,2,2,66,6.833333333,66,3,3,2,2,3,3,0,2,2,2,1,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,5,1,0,0,1,0,0,1,1,2,0,1,0,0,1,1,76000
385,1,1,0,0,1,0,0,1079,874,501,1953,61121,3,3,24,9.166666667,24,4,3,4,3,5,4,2,3,3,3,4,0,1,3,4,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,2,1,1,9,1,2,1,0,0,1,1,0,2,1,1,0,0,1,1,240000
386,1,1,1,1,1,1,1,1269,0,430,1269,9031,2,2,11,6.333333333,12,4,3,4,3,5,4,3,3,3,3,4,1,1,3,3,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,6,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,192000
387,1,1,1,1,1,0,1,658,526,0,1184,12303,5,1,20,10.25,106,3,2,3,3,3,3,0,0,0,3,2,0,1,3,2,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,8,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,81000
388,1,1,1,1,1,1,1,1125,0,352,1125,12507,3,1,40,6.833333333,39,3,3,3,3,5,3,2,3,3,3,3,1,1,3,3,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,6,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,125000
389,1,1,0,1,1,0,1,1479,0,577,1479,16216,3,2,16,8.083333333,17,4,3,4,3,5,4,0,3,3,3,3,1,1,3,3,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,6,1,0,1,0,0,1,0,1,2,1,1,0,0,1,1,191000
390,1,1,1,1,1,1,1,1742,590,846,2332,22046,3,4,8,8,8,5,3,5,3,5,5,5,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,1,1,9,1,1,0,0,1,1,1,0,3,1,1,0,0,0,0,426000
391,1,1,1,1,1,1,1,961,406,384,1367,13537,4,1,66,8.333333333,38,3,3,3,4,5,3,0,3,3,3,2,1,1,3,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,7,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,119000
392,1,1,0,1,1,0,1,804,1157,560,1961,18687,3,1,14,7.166666667,15,3,3,5,3,5,4,3,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,1,1,7,1,1,0,0,1,1,1,0,2,1,1,0,0,1,1,215000
393,1,1,0,1,1,1,1,882,0,294,882,10397,3,1,57,9.083333333,57,3,3,0,0,3,3,0,3,3,3,3,1,1,3,3,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,5,1,0,1,0,0,1,0,1,1,1,1,1,1200,1,1,106500
394,1,1,1,1,1,0,1,788,0,0,788,10598,2,1,66,10.33333333,75,3,3,3,3,3,3,3,0,0,3,1,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,4,1,2,0,0,0,1,1,1,0,1,1,0,0,1,0,100000
395,1,1,1,1,1,1,1,735,299,240,1034,14011,2,1,66,9.083333333,76,3,3,3,3,4,3,0,3,3,3,2,1,1,3,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,5,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,109000
396,1,1,1,1,1,1,1,1144,0,596,1144,14855,3,1,60,6.166666667,60,3,3,3,3,3,3,0,3,3,3,3,1,1,3,3,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,6,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,129000
