Id,MSSubClass1,MSSubClass2,MSSubClass3,MSSubClass4,MSSubClass5,MSSubClass6,MSSubClass7,MSSubClass8,MSSubClass9,MSSubClass10,MSSubClass11,MSSubClass12,MSSubClass13,MSSubClass14,MSSubClass15,MSSubClass16,MSZoning1,MSZoning2,MSZoning3,MSZoning4,MSZoning5,MSZoning6,LotFrontage,LotArea,Alley1,Alley2,Alley3,LotShape1,LotShape2,LotShape3,LotShape4,LandContour1,LandContour2,LandContour3,LandContour4,LandSlope1,LandSlope2,LandSlope3,Neighborhood1,Neighborhood2,Neighborhood3,Neighborhood4,Neighborhood5,Neighborhood6,Neighborhood7,Neighborhood8,Neighborhood9,Neighborhood10,Neighborhood11,Neighborhood12,Neighborhood13,Neighborhood14,Neighborhood15,Neighborhood16,Neighborhood17,Neighborhood18,Neighborhood19,Neighborhood20,Neighborhood21,Neighborhood22,Neighborhood23,Neighborhood24,Neighborhood25,Condition11,Condition12,Condition13,Condition14,Condition15,Condition16,Condition17,Condition18,Condition19,BldgType1,BldgType2,BldgType3,BldgType4,BldgType5,HouseStyle1,HouseStyle2,HouseStyle3,HouseStyle4,HouseStyle5,HouseStyle6,HouseStyle7,HouseStyle8,OverallQual1,OverallQual2,OverallQual3,OverallQual4,OverallQual5,OverallQual6,OverallQual7,OverallQual8,OverallQual9,OverallQual10,OverallCond1,OverallCond2,OverallCond3,OverallCond4,OverallCond5,OverallCond6,OverallCond7,OverallCond8,OverallCond9,TotalAge,RoofStyle1,RoofStyle2,RoofStyle3,RoofStyle4,RoofStyle5,RoofStyle6,Exterior1st1,Exterior1st2,Exterior1st3,Exterior1st4,Exterior1st5,Exterior1st6,Exterior1st7,Exterior1st8,Exterior1st9,Exterior1st10,Exterior1st11,Exterior1st12,Exterior1st13,Exterior1st14,Exterior1st15,Exterior1st16,Exterior2nd1,Exterior2nd2,Exterior2nd3,Exterior2nd4,Exterior2nd5,Exterior2nd6,Exterior2nd7,Exterior2nd8,Exterior2nd9,Exterior2nd10,Exterior2nd11,Exterior2nd12,Exterior2nd13,Exterior2nd14,Exterior2nd15,Exterior2nd16,Exterior2nd17,MasVnrType1,MasVnrType2,MasVnrType3,MasVnrType4,MasVnrType5,MasVnrArea,ExterQual1,ExterQual2,ExterQual3,ExterQual4,Foundation1,Foundation2,Foundation3,Foundation4,Foundation5,Foundation6,BsmtQual1,BsmtQual2,BsmtQual3,BsmtQual4,BsmtQual5,BsmtCond1,BsmtCond2,BsmtCond3,BsmtCond4,BsmtCond5,BsmtExposure1,BsmtExposure2,BsmtExposure3,BsmtExposure4,BsmtExposure5,BsmtFinType11,BsmtFinType12,BsmtFinType13,BsmtFinType14,BsmtFinType15,BsmtFinType16,BsmtFinType17,BsmtFinSF1,BsmtFinType21,BsmtFinType22,BsmtFinType23,BsmtFinType24,BsmtFinType25,BsmtFinType26,BsmtFinType27,BsmtUnfSF,TotalBsmtSF,HeatingQC1,HeatingQC2,HeatingQC3,HeatingQC4,HeatingQC5,CentralAir1,CentralAir2,Electrical1,Electrical2,Electrical3,Electrical4,Electrical5,Electrical6,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual1,KitchenQual2,KitchenQual3,KitchenQual4,TotRmsAbvGrd,Functional1,Functional2,Functional3,Functional4,Functional5,Functional6,Functional7,Functional8,Fireplaces,FireplaceQu1,FireplaceQu2,FireplaceQu3,FireplaceQu4,FireplaceQu5,FireplaceQu6,GarageType1,GarageType2,GarageType3,GarageType4,GarageType5,GarageType6,GarageType7,GarageAge,GarageFinish1,GarageFinish2,GarageFinish3,GarageFinish4,GarageCars,GarageArea,GarageQual1,GarageQual2,GarageQual3,GarageQual4,GarageQual5,GarageQual6,GarageCond1,GarageCond2,GarageCond3,GarageCond4,GarageCond5,GarageCond6,PavedDrive1,PavedDrive2,PavedDrive3,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,Fence1,Fence2,Fence3,Fence4,Fence5,SaleCondition1,SaleCondition2,SaleCondition3,SaleCondition4,SaleCondition5,SaleCondition6,Age,TotalArea,SalePrice
795,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,0,0,9.290352e+00,0,1,0,6.931472e-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,1,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.931472e-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,6.569481e+00,6.569481e+00,1,0,0,0,0,0,1,0,0,0,0,0,1,6.991177e+00,6.697034e+00,7.547502e+00,0,2,6.931472e-01,3,6.931472e-01,0,0,1,0,2.079442e+00,0,0,0,0,0,0,0,1,6.931472e-01,0,0,0,0,0,6.931472e-01,0,1,0,0,0,0,0,3.135494e+00,6.931472e-01,0,0,0,2,409,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4.969813e+00,3.850148e+00,0,0,0,0,0,0,1,0,0,0,0,1,0,7.833333e+00,8.499436e+00,1.217819e+01
796,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,0,70,9.036106e+00,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,4.875197e+00,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,6.478510e+00,6.478510e+00,0,0,0,0,6.931472e-01,0,1,0,0,0,0,0,1,6.790097e+00,6.517671e+00,7.355641e+00,0,2,6.931472e-01,3,6.931472e-01,0,0,0,1,2.079442e+00,0,0,0,0,0,0,0,1,6.931472e-01,0,0,0,0,0,6.931472e-01,0,1,0,0,0,0,0,3.610918e+00,0,0,0,1,2,476,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3.931826e+00,0,0,0,0,6.931472e-01,0,0,0,0,0,0,1,0,6.333333e+00,8.355850e+00,1.204942e+01
797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,9.011646e+00,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,0,0,0,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,6.931472e-01,0,0,0,5.003946e+00,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,6.493754e+00,6.493754e+00,1,0,0,0,0,0,1,0,0,0,0,0,1,7.159292e+00,0,7.159292e+00,0,1,6.931472e-01,3,6.931472e-01,0,0,0,1,2.079442e+00,0,0,0,0,0,0,0,1,6.931472e-01,0,0,0,0,0,6.931472e-01,0,1,0,0,0,0,0,3.688879e+00,0,0,6.931472e-01,0,2,528,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4.934474e+00,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,1,0,9.333333e+00,8.231908e+00,1.187410e+01
798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,8.946114e+00,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,1,0,0,0,0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6.931472e-01,0,0,0,0,0,6.347389e+00,0,0,0,0,0,0,1,5.318120e+00,6.651572e+00,0,0,6.931472e-01,0,0,0,1,0,0,0,0,0,1,6.651572e+00,0,6.651572e+00,0,1,0,2,6.931472e-01,0,0,0,1,1.609438e+00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.158883e+00,0,0,0,1,1,240,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,6.931472e-01,0,0,0,0,0,8.333333e+00,7.847763e+00,1.160824e+01
799,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,0,104,9.511851e+00,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,1,0,0,0,0,7,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.931472e-01,6.758095e+00,6.931472e-01,0,0,0,0,0,1,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,7.563720e+00,7.563720e+00,1,0,0,0,0,0,1,0,0,0,0,0,1,7.584265e+00,7.069023e+00,8.052296e+00,0,3,6.931472e-01,4,6.931472e-01,6.931472e-01,0,0,0,2.484907e+00,0,0,0,0,0,0,0,1,1.098612e+00,0,0,6.931472e-01,0,0,0,0,0,0,6.931472e-01,0,0,0,2.079442e+00,6.931472e-01,0,0,0,3,820,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4.976734e+00,4.369448e+00,0,0,0,0,0,0,1,0,0,0,0,0,6.931472e-01,7.083333e+00,9.107975e+00,1.309191e+01
800,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,1,0,60,8.881975e+00,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,6.931472e-01,0,0,0,5.533389e+00,0,0,0,1,6.931472e-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6.931472e-01,0,0,0,0,0,0,6.345636e+00,0,0,0,0,0,0,1,5.093750e+00,6.595781e+00,1,0,0,0,0,0,1,0,0,0,0,0,1,6.889591e+00,6.669498e+00,7.478170e+00,1,1,6.931472e-01,3,6.931472e-01,0,0,1,0,2.079442e+00,0,0,0,0,0,0,0,1,1.098612e+00,0,0,0,0,0,6.931472e-01,0,0,0,0,0,6.931472e-01,0,4.356709e+00,0,0,0,1,1,240,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5.579730e+00,0,0,0,6.931472e-01,0,0,0,0,0,0,1,0,9.166667e+00,8.413609e+00,1.207255e+01
801,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,0,79,9.457122e+00,0,1,0,6.931472e-01,0,0,0,0,6.931472e-01,0,0,0,6.931472e-01,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.931472e-01,0,0,0,0,0,6.931472e-01,0,0,0,0,6.137727e+00,0,0,0,0,0,0,1,5.043425e+00,6.424869e+00,0,0,6.931472e-01,0,0,0,1,0,0,0,0,0,1,6.424869e+00,6.978214e+00,7.431892e+00,1,2,6.931472e-01,4,6.931472e-01,0,0,1,0,2.197225e+00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.995732e+00,0,0,6.931472e-01,0,2,603,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,6.001415e+00,4.744932e+00,5.225747e+00,0,0,0,0,0,1,0,0,0,0,1,0,8.250000e+00,8.432942e+00,1.220608e+01
802,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,40,8.476580e+00,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6.931472e-01,0,0,0,5.288267e+00,0,0,0,0,0,0,1,6.907755e+00,7.087574e+00,1,0,0,0,0,0,1,6.931472e-01,0,0,0,0,0,7.087574e+00,0,7.087574e+00,1,1,0,2,6.931472e-01,0,0,0,1,1.791759e+00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6.931472e-01,0,4.094345e+00,0,0,0,1,2,440,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.083333e+00,8.301273e+00,1.160734e+01
803,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,0,63,9.011889e+00,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,1,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,1,0,0,0,0,6.931472e-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.931472e-01,0,0,0,0,0,0,6.931472e-01,0,0,0,0,6.475433e+00,0,0,0,0,0,0,1,4.394449e+00,6.591674e+00,1,0,0,0,0,0,1,0,0,0,0,0,1,6.591674e+00,6.591674e+00,7.284135e+00,1,2,6.931472e-01,3,6.931472e-01,0,0,1,0,2.079442e+00,0,0,0,0,0,0,0,1,6.931472e-01,0,0,6.931472e-01,0,0,0,0,1,0,0,0,0,0,2.484907e+00,6.931472e-01,0,0,0,2,410,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3.610918e+00,2.944439e+00,0,0,0,0,0,0,1,0,0,0,0,1,0,7.833333e+00,8.306719e+00,1.214951e+01
804,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,0,107,9.539068e+00,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,1,0,0,0,0,7,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.931472e-01,6.052089e+00,6.931472e-01,0,0,0,0,0,1,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,1,0,6.931472e-01,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,7.458763e+00,7.458763e+00,1,0,0,0,0,0,1,0,0,0,0,0,1,7.458763e+00,6.993015e+00,7.945555e+00,0,3,6.931472e-01,4,6.931472e-01,6.931472e-01,0,0,0,2.564949e+00,0,0,0,0,0,0,0,1,6.931472e-01,0,0,6.931472e-01,0,0,0,0,0,0,6.931472e-01,0,0,0,2.079442e+00,0,0,6.931472e-01,0,3,1020,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3.970292e+00,5.141664e+00,0,0,0,0,0,0,1,0,0,0,0,0,6.931472e-01,7.583333e+00,9.035868e+00,1.327583e+01
805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,9.105091e+00,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,1,0,0,0,0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6.931472e-01,0,0,0,6.700731e+00,0,0,0,0,0,0,1,4.828314e+00,6.842683e+00,0,0,0,0,6.931472e-01,0,1,0,0,0,0,0,1,7.029088e+00,0,7.029088e+00,0,1,0,2,6.931472e-01,0,0,0,1,1.791759e+00,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.143135e+00,0,0,0,1,1,286,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,6.931472e-01,0,0,1.016667e+01,8.154500e+00,1.167845e+01
806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,9.415320e+00,0,1,0,6.931472e-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.931472e-01,5.549076e+00,0,0,6.931472e-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,7.257003e+00,7.257003e+00,1,0,0,0,0,0,1,0,0,0,0,0,1,7.264730e+00,0,7.264730e+00,0,2,0,3,6.931472e-01,6.931472e-01,0,0,0,1.945910e+00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.197225e+00,0,0,6.931472e-01,0,2,554,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4.110874e+00,0,0,0,0,0,0,1,0,0,0,0,0,6.931472e-01,8.083333e+00,8.482188e+00,1.233570e+01
807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,1,0,75,9.185125e+00,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,1,0,0,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6.931472e-01,0,0,0,0,6.931472e-01,0,0,0,0,0,0,5.993961e+00,0,0,0,0,0,6.931472e-01,0,4.615121e+00,6.888572e+00,0,0,6.931472e-01,0,0,0,1,0,0,0,0,0,1,6.888572e+00,0,6.888572e+00,0,2,0,3,6.931472e-01,0,0,0,1,1.945910e+00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.912023e+00,6.931472e-01,0,0,0,1,384,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4.234107e+00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.833333e+00,8.109225e+00,1.181673e+01
808,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,1,0,144,9.970445e+00,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.931472e-01,0,0,0,0,0,6.931472e-01,0,0,0,0,7.177782e+00,0,0,0,0,0,0,1,2.772589e+00,7.189168e+00,1,0,0,0,0,0,1,0,0,0,0,0,1,6.978214e+00,6.224558e+00,7.363280e+00,2,1,6.931472e-01,3,6.931472e-01,0,0,1,0,1.945910e+00,0,0,0,0,0,0,0,1,6.931472e-01,0,0,0,0,0,6.931472e-01,0,1,0,0,0,0,0,4.543295e+00,0,0,6.931472e-01,0,2,528,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5.746203e+00,0,0,0,0,0,0,1,0,0,0,0,1,0,7.250000e+00,8.518193e+00,1.231717e+01
809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,1,0,85,9.503085e+00,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.931472e-01,0,0,0,6.954639e+00,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.931472e-01,0,0,0,0,6.931472e-01,0,0,0,0,0,0,6.248043e+00,0,6.931472e-01,0,0,0,0,0,5.942799e+00,6.932448e+00,0,0,0,0,6.931472e-01,0,1,0,0,0,0,0,1,6.991177e+00,0,6.991177e+00,1,1,0,3,6.931472e-01,0,0,0,1,1.945910e+00,0,0,0,0,0,0,0,1,6.931472e-01,0,0,6.931472e-01,0,0,0,0,1,0,0,0,0,0,3.931826e+00,0,0,6.931472e-01,0,2,484,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,0,1.016667e+01,8.210940e+00,1.198262e+01
810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,6.931472e-01,90,8.999743e+00,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,1,0,0,0,0,51,0,0,0,6.931472e-01,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.931472e-01,0,0,0,0,0,0,0,1,6.745236e+00,6.745236e+00,0,0,0,0,6.931472e-01,6.931472e-01,0,6.931472e-01,0,0,0,0,0,6.981006e+00,6.969791e+00,7.668094e+00,0,2,0,2,1.386294e+00,0,0,0,1,2.484907e+00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6.931472e-01,0,4.672829e+00,0,0,0,1,2,360,0,6.931472e-01,0,0,0,0,0,0,0,0,6.931472e-01,0,6.931472e-01,0,0,3.713572e+00,5.056246e+00,0,0,0,0,6.931472e-01,0,0,0,0,0,0,1,0,6.750000e+00,8.609955e+00,1.157120e+01
